"0","Luciano's Ristorante Italiano","Luciano's - Charlotte","1910 South Boulevard","1910 South Bloulevard","28203","28203","zomato_7471","schemaOrg_109","0.9688753594705728"
"0","Fogo de Chao Brazilian Steakhouse","Fogo de Chao Brazilian Steakhouse - Las Vegas","","360 E. Flamingo Rd","89169","89169","zomato_392","schemaOrg_3343","0.9763737482234522"
"0","Andrea's - Wynn Las Vegas","Mizumi - Wynn Las Vegas","Wynn Las Vegas","3131 ","89109","89109","zomato_365","schemaOrg_3226","0.6578664776674473"
"0","Sullivan's Steakhouse","Sullivan's Steakhouse - Charlotte","","1928 South BoulevardSuite 200","28203","28203","zomato_8537","schemaOrg_196","0.9286332521510035"
"0","The Market Garden Brewery","Market Garden Brewery","","1947 W 25th ST","44113","44113","zomato_19359","schemaOrg_1919","0.979682638951391"
"0","Village Seafood Buffet","Le Village Buffet - Paris Las Vegas","3700 W Flamingo Road","3655 ","89103","89109","zomato_12","schemaOrg_3654","0.8323067324011232"
"0","McCormick & Schmick's","McCormick & Schmick's Seafood - Charlotte (Southpark Mall)","","4335 Barclay Downs Drive","28209","28209","zomato_7159","schemaOrg_172","0.7425878957802305"
"0","Las Pupusas Restaurant","Tommy Bahama Restaurant & Bar - Las Vegas","7450 W Cheyenne Ave","6635 ","89129","89119","zomato_617","schemaOrg_3622","0.6791205523823366"
"0","Vic & Anthony's Steakhouse","Vic & Anthony's Steakhouse - Las Vegas","","129 E. Fremont StreetThe Golden Nugget Hotel and Casino","89101","89101","zomato_93","schemaOrg_3202","0.9526561436008971"
"0","Chima Steakhouse","Chima Steakhouse - Charlotte","","139 South Tryon Street","28202","28202","zomato_8489","schemaOrg_175","0.8858393395598608"
"0","The Palm Las Vegas","The Country Club - Wynn Las Vegas","3500 Las Vegas Boulevard South","3131 ","89109","89109","zomato_1844","schemaOrg_3006","0.6155057396732523"
"0","Sasa","SASA","13120 Shaker Sq","13120 Shaker Square","44120","44120","zomato_19465","schemaOrg_1909","0.9974719213768245"
"0","Carmine's Italian Restaurant - Las Vegas","Carmine's - Las Vegas","","3500 ","89109","89109","zomato_474","schemaOrg_3236","0.8580629497426792"
"0","Beach Cafe","Beach Cafe - Tropicana Las Vegas","7750 S Jones Blvd","3801 ","89139","89109","zomato_1949","schemaOrg_3115","0.7228915992894156"
"0","Andrea's - Wynn Las Vegas","Lakeside - Wynn Las Vegas","Wynn Las Vegas","3131 ","89109","89109","zomato_365","schemaOrg_3433","0.6622396623589949"
"0","The Country Club","The Country Club - Wynn Las Vegas","3131 S Las Vegas Blvd","3131 ","89109","89109","zomato_1837","schemaOrg_3006","0.7689096154880485"
"0","STK Las Vegas at The Cosmopolitan","China Poblano - The Cosmopolitan of Las Vegas","","3708 ","89109","89109","zomato_1787","schemaOrg_2981","0.8576892403336795"
"0","Satay - Thai Bistro & Bar","Tacos & Beer","3900 Paradise Rd Ste N","3900 Paradise RdSte A","89169","89169","zomato_298","schemaOrg_3193","0.7631644635152904"
"0","Morton's The Steakhouse","Morton's The Steakhouse - Charlotte","","227 W. Trade Street","28202","28202","zomato_8543","schemaOrg_2","0.9372416795216882"
"0","Riccio's Italian Restaurant","Rudy's Italian Italian Restaurant & Bar","","6414 Rea Road","28277","28277","zomato_7453","schemaOrg_260","0.717494761260581"
"0","Texas de Brazil","Texas de Brazil - Las Vegas","6533 S Las Vegas Blvd","6533 ","89119","89119","zomato_386","schemaOrg_3592","0.7659887216560656"
"0","Morton's The Steakhouse","Morton's The Steakhouse - Charlotte","","227 W. Trade Street","28202","28202","zomato_7136","schemaOrg_2","0.9372416795216882"
"0","Carlos 'N Charlie's","Carlos'n Charlie's - Las Vegas","","3555 ","89109","89109","zomato_1123","schemaOrg_3479","0.881671898026374"
"0","Ilios Noche","Ilios Noche -(Quail Corners Shopping Center)","8426 Park Road","8426 Park Rd","28210","28210","zomato_7459","schemaOrg_134","0.9846403936388599"
"0","Benihana - Cleveland","Benihana - Cleveland","","23611 Chagrin Blvd","44122","44122","zomato_19470","schemaOrg_1913","0.9470335334785802"
"0","Bonterra","Bonterra","1829 Cleveland Avenue","1829 Cleveland Avenue","28203","28203","zomato_7778","schemaOrg_94","0.9999070373691973"
"0","Fahrenheit","Fahrenheit - Cleveland","","2417 Professor Avenue","44113","44113","zomato_20523","schemaOrg_1929","0.9075146496184863"
"0","The Palm Las Vegas","THE Steak House at Circus Circus - Las Vegas","3500 Las Vegas Boulevard South","Circus Circus Hotel & Casino2880 ","89109","89109","zomato_1844","schemaOrg_3259","0.6105545421608117"
"0","Bar Cento","Bar Cento","","1948 West 25th Street","44113","44115","zomato_20289","schemaOrg_1803","0.6230621697864229"
"0","Ohio City Pizzeria","The Flying Fig","3223 Lorain Ave","2523 Market Ave.","44113","44113","zomato_19989","schemaOrg_1895","0.6352412430735337"
"0","Barcelona Tapas & Bar","Barcelona Tapas & Bar Las Vegas","","10690 Southern Highlands Pkwy","89141","89141","zomato_218","schemaOrg_3204","0.9167203594689844"
"0","The Palm Las Vegas","The Palm Las Vegas","3500 Las Vegas Boulevard South","3500 ","89109","89109","zomato_87","schemaOrg_3531","0.9673525056257634"
"0","Andrea's - Wynn Las Vegas","Tableau - Wynn Las Vegas","Wynn Las Vegas","3131 ","89109","89109","zomato_365","schemaOrg_3514","0.6991218955084519"
"0","Bar Cento","Bar Cento","","1948 West 25th Street","44113","44115","zomato_19925","schemaOrg_1803","0.6230621697864229"
"0","Vivace","Vivace - Charlotte","1100 Metropolitan Avenue","1100 Metropolitan Avenue","28204","28204","zomato_7405","schemaOrg_16","0.9624503274487596"
"0","Bahama Breeze","Bahama Breeze - Las Vegas","","On The Corner of Paradise & East Flamingo375 Hughes Center Dr","89109","89109","zomato_953","schemaOrg_2914","0.7475398423958209"
"0","STK Las Vegas at The Cosmopolitan","The Henry - The Cosmopolitan of Las Vegas","","3708 ","89109","89109","zomato_1787","schemaOrg_3197","0.8852169467274492"
"0","Toscana","Toscana Ristorante Italiano","6401 Morrison Boulevard","6401 Morrison Blvd","28211","28211","zomato_7431","schemaOrg_165","0.9806635840985687"
"0","BLT Steak","BLT Steak Charlotte","110 North College Street","110 North College StreetThe Ritz-Carlton ","28202","28202","zomato_8498","schemaOrg_61","0.9636391723824979"
"0","Mastro's Ocean Club","Mastro's Ocean Club - Las Vegas","","3720 ","89109","89109","zomato_79","schemaOrg_3522","0.9044719705554964"
"0","The Steak House","THE Steak House at Circus Circus - Las Vegas","2880 S Las Vegas Blvd","Circus Circus Hotel & Casino2880 ","89109","89109","zomato_926","schemaOrg_3259","0.795134324964797"
"0","Nathan's Famous","N9NE (NINE 9) Steakhouse Las Vegas","4321 West Flamingo Rd","4321 West Flamingo Road","89103","89103","zomato_1056","schemaOrg_3401","0.8075632790601033"
