,average_cost_for_two,cuisines,currency,establishment_types,has_online_delivery,has_table_booking,id,include_bogo_offers,is_book_form_web_view,is_delivering_now,is_table_reservation_supported,is_zomato_book_res,location.address,location.city,location.city_id,location.country_id,location.latitude,location.locality,location.locality_verbose,location.longitude,location.zipcode,medio_provider,mezzo_provider,name,offers,opentable_support,price_range,switch_to_order_menu,user_rating.aggregate_rating,user_rating.custom_rating_text,user_rating.custom_rating_text_background,user_rating.rating_color,user_rating.rating_text,user_rating.rating_tool_tip,user_rating.votes
0,25,"Seafood, Southern, Cajun",$,[],0,0,16981633,True,0,0,0,0,"241 W Charleston Blvd, Suite 101, Las Vegas 89102",Las Vegas,282,216,36.1586690000,Downtown,"Downtown, Las Vegas",-115.1568770000,89102,,OTHER,Lola's: A Louisiana Kitchen,[],0,2,0,4.7,,,3F7E00,Excellent,,320
0,40,"Japanese, Seafood, Sushi",$,[],0,0,16979966,True,0,0,0,0,"3200 S Las Vegas Blvd Ste 1132, Las Vegas 89109",Las Vegas,282,216,36.1270189000,The Strip,"The Strip, Las Vegas",-115.1683612000,89109,,OTHER,RA Sushi,[],0,3,0,4.0,,,5BA829,Very Good,,162
0,70,"Seafood, Cajun",$,[],0,0,16978319,True,0,0,0,0,3799 Las Vegas Boulevard South 89109,Las Vegas,282,216,36.1037700000,The Strip,"The Strip, Las Vegas",-115.1675600000,89109,,OTHER,Emeril's New Orleans Fish House,[],0,4,0,4.1,,,5BA829,Very Good,,296
0,40,"Seafood, Cajun",$,[],0,0,16981028,True,0,0,0,0,"4810 Spring Mountain Road, Las Vegas 89102",Las Vegas,282,216,36.1264210000,West Side,"West Side, Las Vegas",-115.2058440000,89102,,OTHER,Hot N Juicy Crawfish,[],0,3,0,4.6,,,3F7E00,Excellent,,267
0,25,"Seafood, Fish and Chips",$,[],0,0,16982440,True,0,0,0,0,"3663 Las Vegas Blvd S Ste 435, Las Vegas 89109",Las Vegas,282,216,36.1107700000,The Strip,"The Strip, Las Vegas",-115.1728200000,89109,,OTHER,Lobster ME,[],0,2,0,3.8,,,9ACD32,Good,,72
0,70,Seafood,$,[],0,0,16980011,True,0,0,0,0,"3930 Las Vegas Boulevard S, Las Vegas 89119",Las Vegas,282,216,36.0920890000,The Strip,"The Strip, Las Vegas",-115.1729920000,89119,,OTHER,RM Seafood,[],0,4,0,3.9,,,9ACD32,Good,,139
0,25,Seafood,$,[],0,0,16982525,True,0,0,0,0,"4025 S Decatur Blvd, Las Vegas 89103",Las Vegas,282,216,36.1173911000,West Side,"West Side, Las Vegas",-115.2083553000,89103,,OTHER,The Boiling Crab,[],0,2,0,3.9,,,9ACD32,Good,,33
0,70,"Japanese, Seafood",$,[],0,0,16980683,True,0,0,0,0,"3663 Las Vegas Boulevard S #580, Las Vegas 89109",Las Vegas,282,216,36.1107700000,The Strip,"The Strip, Las Vegas",-115.1728200000,89109,,OTHER,Todai,[],0,4,0,4.2,,,5BA829,Very Good,,107
0,70,Seafood,$,[],0,0,16980332,True,0,0,0,0,3400 Las Vegas Boulevard South 89109,Las Vegas,282,216,36.1241400000,The Strip,"The Strip, Las Vegas",-115.1765000000,89109,,OTHER,Stack Restaurant & Bar,[],0,4,0,4.0,,,5BA829,Very Good,,111
0,40,"Seafood, Southern, Cajun",$,[],0,0,16982896,True,0,0,0,0,3717 Las Vegas Boulevard South Suite 2 Q 89109,Las Vegas,282,216,36.1088688032,The Strip,"The Strip, Las Vegas",-115.1721931901,89109,,OTHER,Bubba Gump Shrimp Co.,[],0,3,0,3.6,,,9ACD32,Good,,43
0,70,Seafood,$,[],0,0,16977409,True,0,0,0,0,3355 South Las Vegas Boulevard 89109,Las Vegas,282,216,36.1216800000,The Strip,"The Strip, Las Vegas",-115.1717000000,89109,,OTHER,AquaKnox,[],0,4,0,3.9,,,9ACD32,Good,,77
0,70,Seafood,$,[],0,0,16980849,True,0,0,0,0,"3700 W Flamingo Road, Las Vegas 89103",Las Vegas,282,216,36.1157000000,West Side,"West Side, Las Vegas",-115.1870000000,89103,,OTHER,Village Seafood Buffet,[],0,4,0,3.6,,,9ACD32,Good,,80
0,40,Seafood,$,[],0,0,16979634,True,0,0,0,0,2411 West Sahara Avenue 89102,Las Vegas,282,216,36.1433100000,Rancho Oakey,"Rancho Oakey, Las Vegas",-115.1747400000,89102,,OTHER,The Oyster Bar,[],0,3,0,3.9,,,9ACD32,Good,,55
0,40,"Japanese, Seafood, Sushi",$,[],0,0,16979497,True,0,0,0,0,"3945 S Durango Drive, Las Vegas 89147",Las Vegas,282,216,36.1178760000,Spring Valley,"Spring Valley, Las Vegas",-115.2791690000,89147,,OTHER,Naked Fish Sushi,[],0,3,0,4.1,,,5BA829,Very Good,,80
0,25,Seafood,$,[],0,0,16982144,True,0,0,0,0,"4161 S Eastern Avenue, Las Vegas 89119",Las Vegas,282,216,36.1135400000,Paradise,"Paradise, Las Vegas",-115.1192620000,89119,,OTHER,Crab Corner,[],0,2,0,3.9,,,9ACD32,Good,,47
0,70,Seafood,$,[],0,0,16981360,True,0,0,0,0,"3121 S Las Vegas Blvd, Las Vegas 89109",Las Vegas,282,216,36.1286110000,The Strip,"The Strip, Las Vegas",-115.1638890000,89109,,OTHER,Encore Lobby Bar,[],0,4,0,3.6,,,9ACD32,Good,,20
0,70,"Chinese, Seafood",$,[],0,0,16980938,True,0,0,0,0,"3131 S Las Vegas Blvd, Las Vegas 89109",Las Vegas,282,216,36.1294440000,The Strip,"The Strip, Las Vegas",-115.1661110000,89109,,OTHER,Wing Lei,[],0,4,0,3.9,,,9ACD32,Good,,60
0,40,"Japanese, Seafood, Sushi",$,[],0,0,16983269,True,0,0,0,0,"7377 S Jones Boulevard, Las Vegas 89139",Las Vegas,282,216,36.0552438000,Enterprise,"Enterprise, Las Vegas",-115.2258702000,89139,,OTHER,Soho Japanese Restaurant,[],0,3,0,3.7,,,9ACD32,Good,,20
0,70,"Japanese, Sushi, Seafood",$,[],0,0,16981688,True,0,0,0,0,"ARIA Resort and Casino, 3730 Las Vegas Boulevard South, The Strip, Las Vegas 89109",Las Vegas,282,216,36.1076350000,The Strip,"The Strip, Las Vegas",-115.1767220000,89109,,OTHER,Bar Masa- ARIA Resort and Casino,[],0,4,0,3.6,,,9ACD32,Good,,45
0,25,"Seafood, Vegetarian",$,[],0,0,16978480,True,0,0,0,0,"4080 Paradise Road, Las Vegas 89169",Las Vegas,282,216,36.1148690000,Paradise,"Paradise, Las Vegas",-115.1539850000,89169,,OTHER,Gandhi India's Cuisine,[],0,2,0,3.6,,,9ACD32,Good,,49
0,25,"Asian, Chinese, Seafood",$,[],0,0,16978908,True,0,0,0,0,"4601 Spring Mountain Rd, Las Vegas 89102",Las Vegas,282,216,36.1261630000,West Side,"West Side, Las Vegas",-115.2033750000,89102,,OTHER,Joyful House Chinese Cuisine,[],0,2,0,3.8,,,9ACD32,Good,,43
0,25,"Seafood, New American",$,[],0,0,18250824,True,0,0,0,0,3730 Las Vegas Boulevard 89109,Las Vegas,282,216,36.1073420000,The Strip,"The Strip, Las Vegas",-115.1765880000,89109,,OTHER,Herringbone,[],0,2,0,3.3,,,CDD614,Average,,9
0,70,Seafood,$,[],0,0,16979572,True,0,0,0,0,"3663 Las Vegas Boulevard S, Las Vegas 89109",Las Vegas,282,216,36.1107700000,The Strip,"The Strip, Las Vegas",-115.1728200000,89109,,OTHER,Ocean One Bar & Grille,[],0,4,0,3.4,,,CDD614,Average,,43
0,40,"Chinese, Dim Sum, Seafood",$,[],0,0,16978641,True,0,0,0,0,"4275 Spring Mountain Rd, Las Vegas 89102",Las Vegas,282,216,36.1262520000,West Side,"West Side, Las Vegas",-115.1974680000,89102,,OTHER,Harbor Palace Seafood,[],0,3,0,3.7,,,9ACD32,Good,,48
0,70,Seafood,$,[],0,0,16981293,True,0,0,0,0,7300 Aliante Parkway 89084,Las Vegas,282,216,36.2919574410,North Las Vegas,"North Las Vegas, Las Vegas",-115.1806640625,89084,,OTHER,Mrkt,[],0,4,0,3.8,,,9ACD32,Good,,33
0,40,"Seafood, Sushi, Cajun",$,[],0,0,16980651,True,0,0,0,0,"2300 Paseo Verde Parkway, Henderson 89052",Las Vegas,282,216,36.0192070000,Green Valley Ranch,"Green Valley Ranch, Las Vegas",-115.0871400000,89052,,OTHER,Tides Seafood & Sushi Bar,[],0,3,0,3.6,,,9ACD32,Good,,14
0,70,Seafood,$,[],0,0,16982161,True,0,0,0,0,"3131 S Las Vegas Blvd, Las Vegas 89109",Las Vegas,282,216,36.1294440000,The Strip,"The Strip, Las Vegas",-115.1661110000,89109,,OTHER,Lakeside Seafood,[],0,4,0,3.7,,,9ACD32,Good,,39
0,10,"Hawaiian, Seafood",$,[],0,0,16981603,True,0,0,0,0,"655 W. Craig Rd. Suite 118, North Las Vegas 89032",Las Vegas,282,216,36.2392770000,North Las Vegas,"North Las Vegas, Las Vegas",-115.1515760000,89032,,OTHER,Poke Express,[],0,1,0,3.9,,,9ACD32,Good,,33
0,40,"Seafood, Southern, Cajun",$,[],0,0,16981387,True,0,0,0,0,"6435 S Decatur Boulevard, Las Vegas 89118",Las Vegas,282,216,36.0738300000,West Side,"West Side, Las Vegas",-115.2080480000,89118,,OTHER,Rhythm Kitchen Seafood & Steaks,[],0,3,0,3.5,,,9ACD32,Good,,40
0,25,"Seafood, Cajun",$,[],0,0,16982349,True,0,0,0,0,1301 West Sunset Road 89014,Las Vegas,282,216,36.0636400000,Whitney Ranch,"Whitney Ranch, Las Vegas",-115.0403500000,89014,,OTHER,Oyster Bar,[],0,2,0,3.5,,,9ACD32,Good,,20
0,40,"Seafood, Cajun",$,[],0,0,16977552,True,0,0,0,0,4500 West Tropicana Avenue 89103,Las Vegas,282,216,36.1063100000,West Side,"West Side, Las Vegas",-115.2016200000,89103,,OTHER,Big Al's Oyster Bar,[],0,3,0,3.6,,,9ACD32,Good,,21
0,25,"Seafood, Fish and Chips",$,[],0,0,16983857,True,0,0,0,0,"3377 S Las Vegas Blvd, Las Vegas 89109",Las Vegas,282,216,36.1226036000,The Strip,"The Strip, Las Vegas",-115.1710908000,89109,,OTHER,Lobster ME,[],0,2,0,3.3,,,CDD614,Average,,19
0,25,"Asian, Chinese, Seafood",$,[],0,0,16980951,True,0,0,0,0,"3700 E Desert Inn Road, Las Vegas 89121",Las Vegas,282,216,36.1297370000,Winchester,"Winchester, Las Vegas",-115.0936290000,89121,,OTHER,Wo Fat,[],0,2,0,3.8,,,9ACD32,Good,,23
0,70,"Japanese, Seafood, Sushi",$,[],0,0,16979143,True,0,0,0,0,"Golden Nugget Hotel & Casino, 129 East Fremont Street, Main Floor, Las Vegas 89101",Las Vegas,282,216,36.1709070000,Downtown,"Downtown, Las Vegas",-115.1448980000,89101,,OTHER,Red Sushi,[],0,4,0,3.6,,,9ACD32,Good,,25
0,70,"Japanese, Seafood, Sushi",$,[],0,0,16983228,True,0,0,0,0,"3799 S Las Vegas Boulevard, Las Vegas 89109",Las Vegas,282,216,36.1211110000,West Side,"West Side, Las Vegas",-115.1752780000,89109,,OTHER,Morimoto,[],0,4,0,3.2,,,CDD614,Average,,6
0,25,Seafood,$,[],0,0,16982359,True,0,0,0,0,"3863 Spring Mountain Rd, Las Vegas 89102",Las Vegas,282,216,36.1263250000,West Side,"West Side, Las Vegas",-115.1924020000,89102,,OTHER,Hot N Juicy Crawfish,[],0,2,0,3.4,,,CDD614,Average,,27
0,40,"Seafood, Cajun",$,[],0,0,16977566,True,0,0,0,0,"9777 S Las Vegas Blvd, Las Vegas 89183",Las Vegas,282,216,36.0121480000,Enterprise,"Enterprise, Las Vegas",-115.1725970000,89183,,OTHER,Big Sur Oyster Bar,[],0,3,0,3.6,,,9ACD32,Good,,17
0,40,Seafood,$,[],0,0,16983179,True,0,0,0,0,"3930 Las Vegas Boulevard S, Las Vegas 89119",Las Vegas,282,216,36.0920890000,The Strip,"The Strip, Las Vegas",-115.1729920000,89119,,OTHER,Rx Boiler Room,[],0,3,0,3.3,,,CDD614,Average,,24
0,70,"Japanese, Seafood, Sushi",$,[],0,0,16983175,True,0,0,0,0,3950 Las Vegas Boulevard South 89119,Las Vegas,282,216,36.0921516000,The Strip,"The Strip, Las Vegas",-115.1766510000,89119,,OTHER,Kumi Japanese Restaurant + Bar,[],0,4,0,3.6,,,9ACD32,Good,,16
0,70,"Asian, Seafood, Sushi",$,[],0,0,16981456,True,0,0,0,0,129 East Fremont Street 89101,Las Vegas,282,216,36.1700398206,Downtown,"Downtown, Las Vegas",-115.1447975636,89101,,OTHER,Lillie's Asian Cuisine,[],0,4,0,3.5,,,9ACD32,Good,,15
0,25,Seafood,$,[],0,0,16983051,True,0,0,0,0,6527 Las Vegas Boulevard South 89119,Las Vegas,282,216,36.0699000000,Enterprise,"Enterprise, Las Vegas",-115.1723800000,89119,,OTHER,Bonefish Grill,[],0,2,0,3.5,,,9ACD32,Good,,18
0,70,"Japanese, Seafood, Sushi",$,[],0,0,16978629,True,0,0,0,0,"3555 Las Vegas Boulevard S, Las Vegas 89109",Las Vegas,282,216,36.1166130000,The Strip,"The Strip, Las Vegas",-115.1727270000,89109,,OTHER,Hamada of Japan,[],0,4,0,3.6,,,9ACD32,Good,,18
0,70,Seafood,$,[],0,0,16977707,True,0,0,0,0,"Rio Hotel and Casino, 3700 West Flamingo Road, West Side, Las Vegas 89103",Las Vegas,282,216,36.1157000000,West Side,"West Side, Las Vegas",-115.1870000000,89103,,OTHER,Búzios Seafood Restaurant -Rio Hotel and Casino,[],0,4,0,3.2,,,CDD614,Average,,19
0,25,Seafood,$,[],0,0,16979992,True,0,0,0,0,570 Marks Street 89014,Las Vegas,282,216,36.0615700000,Whitney Ranch,"Whitney Ranch, Las Vegas",-115.0369700000,89014,,OTHER,Red Lobster,[],0,2,0,3.3,,,CDD614,Average,,22
0,25,Seafood,$,[],0,0,16981329,True,0,0,0,0,"3790 Las Vegas Blvd S, Las Vegas 89109",Las Vegas,282,216,36.1020000000,The Strip,"The Strip, Las Vegas",-115.1746000000,89109,,OTHER,Fulton's Fish Frye,[],0,2,0,3.4,,,CDD614,Average,,15
0,25,Seafood,$,[],0,0,16980622,True,0,0,0,0,"2101 Texas Star Lane, North Las Vegas 89130",Las Vegas,282,216,36.1980186990,North Las Vegas,"North Las Vegas, Las Vegas",-115.1921653748,89130,,OTHER,Texas Star Oyster Bar,[],0,2,0,3.5,,,9ACD32,Good,,16
0,25,Seafood,$,[],0,0,16979991,True,0,0,0,0,2325 East Flamingo Road 89119,Las Vegas,282,216,36.1142900000,Paradise,"Paradise, Las Vegas",-115.1203500000,89119,,OTHER,Red Lobster,[],0,2,0,3.4,,,CDD614,Average,,17
0,25,Seafood,$,[],0,0,16979831,True,0,0,0,0,"4777 E Charleston Blvd, Las Vegas 89104",Las Vegas,282,216,36.1587630000,Sunrise Manor,"Sunrise Manor, Las Vegas",-115.0705870000,89104,,OTHER,Playas de Sinaloa Restaurante,[],0,2,0,3.2,,,CDD614,Average,,3
0,40,Seafood,$,[],0,0,16984289,True,0,0,0,0,8701 West Charleston Boulevard 89117,Las Vegas,282,216,36.1589500000,Canyon Gate,"Canyon Gate, Las Vegas",-115.2851800000,89117,,OTHER,Bonefish Grill,[],0,3,0,3.3,,,CDD614,Average,,6
0,25,Seafood,$,[],0,0,16979990,True,0,0,0,0,200 South. Decatur Boulevard. 89107,Las Vegas,282,216,36.1715200000,West Side,"West Side, Las Vegas",-115.2066200000,89107,,OTHER,Red Lobster,[],0,2,0,3.4,,,CDD614,Average,,12
0,40,"Seafood, Bar Food",$,[],0,0,17756031,True,0,0,0,0,"3655 S Durango Dr, Las Vegas 89147",Las Vegas,282,216,36.1238755000,Spring Valley,"Spring Valley, Las Vegas",-115.2794390000,89147,,OTHER,Other Mama,[],0,3,0,3.3,,,CDD614,Average,,7
0,0,Seafood,$,[],0,0,16984489,True,0,0,0,0,"4155 S Buffalo Dr, Las Vegas 89147",Las Vegas,282,216,36.1133100000,Spring Valley,"Spring Valley, Las Vegas",-115.2618657000,89147,,OTHER,Off the Hook,[],0,1,0,3.1,,,CDD614,Average,,4
0,25,"Asian, Seafood",$,[],0,0,16983872,True,0,0,0,0,"7815 S Rainbow Blvd, Las Vegas 89139",Las Vegas,282,216,36.0464652000,Enterprise,"Enterprise, Las Vegas",-115.2435996000,89139,,OTHER,Pot Tea Social House,[],0,2,0,3.1,,,CDD614,Average,,2
0,40,Seafood,$,[],0,0,16982629,True,0,0,0,0,3475 Las Vegas Boulevard South 89109,Las Vegas,282,216,36.1195415834,The Strip,"The Strip, Las Vegas",-115.1715606589,89109,,OTHER,Oyster Bar,[],0,3,0,3.4,,,CDD614,Average,,8
0,25,"Chinese, Seafood",$,[],0,0,16982214,True,0,0,0,0,"4300 W Spring Mountain Rd, Unit 103-105, Las Vegas 89102",Las Vegas,282,216,36.1264940000,West Side,"West Side, Las Vegas",-115.1977980000,89102,,OTHER,HK Seafood Garden,[],0,2,0,3.2,,,CDD614,Average,,2
0,25,"Asian, Chinese, Seafood",$,[],0,0,16978969,True,0,0,0,0,"4215 Spring Mountain Rd, Las Vegas 89102",Las Vegas,282,216,36.1262630000,West Side,"West Side, Las Vegas",-115.1964670000,89102,,OTHER,Capitol Seafood Chinese Restaurant,[],0,2,0,3.2,,,CDD614,Average,,6
0,40,Seafood,$,[],0,0,16979633,True,0,0,0,0,"9090 Alta Drive, Las Vegas 89145",Las Vegas,282,216,36.1675590000,Summerlin,"Summerlin, Las Vegas",-115.2929240000,89145,,OTHER,Oyster Bar,[],0,3,0,3.2,,,CDD614,Average,,7
0,25,"Chinese, Seafood",$,[],0,0,16979999,True,0,0,0,0,"4060 S Jones Blvd, Las Vegas 89103",Las Vegas,282,216,36.1152980000,Spring Valley,"Spring Valley, Las Vegas",-115.2247290000,89103,,OTHER,Red Shrimp,[],0,2,0,3.5,,,9ACD32,Good,,5
0,0,"Seafood, Cajun",$,[],0,0,16983304,True,0,0,0,0,"9560 South Eastern Avenue, Las Vegas 89123",Las Vegas,282,216,36.0161703000,Silverado Ranch,"Silverado Ranch, Las Vegas",-115.1186951000,89123,,OTHER,Hot N Juicy Crawfish,[],0,1,0,2.8,,,FFBA00,Average,,6
0,40,Seafood,$,[],0,0,16979635,True,0,0,0,0,"3663 Las Vegas Blvd S, Las Vegas 89109",Las Vegas,282,216,36.1087370000,The Strip,"The Strip, Las Vegas",-115.1696290000,89109,,OTHER,Oyster Bay Wine Bar,[],0,3,0,2.7,,,FFBA00,Average,,7
0,0,"Seafood, Southern",$,[],0,0,16983965,True,0,0,0,0,240 N. Jones 89145,Las Vegas,282,216,36.1752700000,Summerlin,"Summerlin, Las Vegas",-115.2239740000,89145,,OTHER,Southern Style Eatery,[],0,1,0,2.9,,,FFBA00,Average,,4
0,25,"Japanese, Seafood",$,[],0,0,16978537,True,0,0,0,0,"5030 Spring Mountain Rd, Las Vegas 89146",Las Vegas,282,216,36.1263530000,West Side,"West Side, Las Vegas",-115.2098790000,89146,,OTHER,Gohanya,[],0,2,0,3.0,,,CDD614,Average,,4
0,40,"Chinese, Dim Sum, Seafood",$,[],0,0,16982718,True,0,0,0,0,3700 West Flamingo Road 89103,Las Vegas,282,216,36.1173430006,West Side,"West Side, Las Vegas",-115.1888937288,89103,,OTHER,Kj Dim Sum & Seafood,[],0,3,0,2.3,,,FF7800,Poor,,15
0,70,"American, Seafood, Steak",$,[],0,0,16978884,True,0,0,0,0,"The Forum Shop at Caesars Palace, 3500 Las Vegas Boulevard South, Ste R-05, Forum Shops at Caesars Palace 89109",Las Vegas,282,216,36.1190500000,The Strip,"The Strip, Las Vegas",-115.1762300000,89109,,OTHER,"Joe’s Seafood, Prime Steak & Stone Crab",[],0,4,0,4.5,,,3F7E00,Excellent,,352
0,70,"Seafood, Steak",$,[],0,0,16980708,True,0,0,0,0,2000 Las Vegas Boulevard South 89104,Las Vegas,282,216,36.1479700000,The Strip,"The Strip, Las Vegas",-115.1553200000,89104,,OTHER,Top of the World,[],0,4,0,4.1,,,5BA829,Very Good,,168
0,70,"French, Seafood",$,[],0,0,16978909,True,0,0,0,0,"3799 Las Vegas Boulevard S, Las Vegas 89109",Las Vegas,282,216,36.1022200000,The Strip,"The Strip, Las Vegas",-115.1695160000,89109,,OTHER,Joël Robuchon,[],0,4,0,4.4,,,5BA829,Very Good,,143
0,70,"American, Seafood, Steak",$,[],0,0,16980278,True,0,0,0,0,"3767 Las Vegas Boulevard South, On the Strip 89109",Las Vegas,282,216,36.1102600000,The Strip,"The Strip, Las Vegas",-115.1729000000,89109,,OTHER,Smith & Wollensky,[],0,4,0,4.1,,,5BA829,Very Good,,127
0,70,"American, Seafood",$,[],0,0,16978413,True,0,0,0,0,3600 Las Vegas Boulevard South 89109,Las Vegas,282,216,36.1032400000,The Strip,"The Strip, Las Vegas",-115.1794500000,89109,,OTHER,Fix Restaurant & Bar,[],0,4,0,4.0,,,5BA829,Very Good,,132
0,70,"American, International, Seafood",$,[],0,0,16978714,True,0,0,0,0,202 Fremont Street 89101,Las Vegas,282,216,36.1703400000,Downtown,"Downtown, Las Vegas",-115.1440300000,89101,,OTHER,Hugo's Cellar,[],0,4,0,4.1,,,5BA829,Very Good,,94
0,70,"Italian, Seafood",$,[],0,0,16977453,True,0,0,0,0,3355 Las Vegas Boulevard South 89109,Las Vegas,282,216,36.1216800000,The Strip,"The Strip, Las Vegas",-115.1717000000,89109,,OTHER,B and B Ristorante,[],0,4,0,3.8,,,9ACD32,Good,,172
0,70,"Italian, Seafood",$,[],0,0,16977775,True,0,0,0,0,"3355 Las Vegas Boulevard S, Las Vegas 89109",Las Vegas,282,216,36.1210000000,The Strip,"The Strip, Las Vegas",-115.1702000000,89109,,OTHER,Canaletto,[],0,4,0,3.9,,,9ACD32,Good,,137
0,70,"French, Seafood",$,[],0,0,16980010,True,0,0,0,0,3570 South Las Vegas Boulevard 89109,Las Vegas,282,216,36.1151829000,The Strip,"The Strip, Las Vegas",-115.1749912000,89109,,OTHER,Restaurant Guy Savoy,[],0,4,0,4.2,,,5BA829,Very Good,,55
0,70,"American, Seafood, Steak",$,[],0,0,16979493,True,0,0,0,0,"4321 West Flamingo Road, Las Vegas 89103",Las Vegas,282,216,36.1144440000,West Side,"West Side, Las Vegas",-115.1950000000,89103,,OTHER,N9NE Steakhouse,[],0,4,0,4.1,,,5BA829,Very Good,,177
0,70,"American, Seafood, Steak",$,[],0,0,16978066,True,0,0,0,0,"3131 S Las Vegas Blvd, Las Vegas 89109",Las Vegas,282,216,36.1294440000,The Strip,"The Strip, Las Vegas",-115.1661110000,89109,,OTHER,The Country Club,[],0,4,0,3.9,,,9ACD32,Good,,73
0,70,"Italian, Mediterranean, Seafood",$,[],0,0,16977516,True,0,0,0,0,"3131 South Las Vegas Boulevard, The Strip, Las Vegas 89109",Las Vegas,282,216,36.1294440000,The Strip,"The Strip, Las Vegas",-115.1661110000,89109,,OTHER,Bartolotta Ristorante di Mare - Wynn Las Vegas,[],0,4,0,3.9,,,9ACD32,Good,,144
0,70,"Seafood, Steak",$,[],0,0,16979902,True,0,0,0,0,"3600 Las Vegas Boulevard S, Las Vegas 89109",Las Vegas,282,216,36.1117120000,The Strip,"The Strip, Las Vegas",-115.1753400000,89109,,OTHER,Prime Steakhouse,[],0,4,0,4.1,,,5BA829,Very Good,,152
0,70,"Mediterranean, Seafood",$,[],0,0,16979399,True,0,0,0,0,"3600 Las Vegas Boulevard S, Las Vegas 89109",Las Vegas,282,216,36.1117120000,The Strip,"The Strip, Las Vegas",-115.1753400000,89109,,OTHER,Michael Mina,[],0,4,0,4.1,,,5BA829,Very Good,,126
0,40,"Italian, Seafood, Steak",$,[],0,0,16977784,True,0,0,0,0,"5675 West Sahara Avenue, Spring Valley, Las Vegas 89146",Las Vegas,282,216,36.1438610000,Spring Valley,"Spring Valley, Las Vegas",-115.2192200000,89146,,OTHER,Capo's Speakeasy,[],0,3,0,4.3,,,5BA829,Very Good,,138
0,70,"American, Seafood, Steak",$,[],0,0,16981759,True,0,0,0,0,3720 South Las Vegas Boulevard 89109,Las Vegas,282,216,36.1078080000,The Strip,"The Strip, Las Vegas",-115.1741880000,89109,,OTHER,Mastro's Ocean Club,[],0,4,0,4.3,,,5BA829,Very Good,,122
0,70,"American, Seafood, Steak",$,[],0,0,16978476,True,0,0,0,0,"3790 Las Vegas Boulevard S, Las Vegas 89109",Las Vegas,282,216,36.1020000000,The Strip,"The Strip, Las Vegas",-115.1746000000,89109,,OTHER,Gallagher's Steakhouse,[],0,4,0,4.1,,,5BA829,Very Good,,129
0,70,"Italian, Seafood",$,[],0,0,16979891,True,0,0,0,0,"3355 Las Vegas Boulevard S, Las Vegas 89109",Las Vegas,282,216,36.1210000000,The Strip,"The Strip, Las Vegas",-115.1702000000,89109,,OTHER,Postrio Bar & Grill,[],0,4,0,3.9,,,9ACD32,Good,,122
0,25,"Cajun, Creole, Seafood",$,[],0,0,18472009,True,0,0,0,0,4455 Paradise Road 89169,Las Vegas,282,216,36.1103400000,Downtown,"Downtown, Las Vegas",-115.1542170000,89169,,OTHER,Oyster Bar,[],0,2,0,0,,,CBCBC8,Not rated,,2
0,70,"Greek, Mediterranean, Seafood",$,[],0,0,16982129,True,0,0,0,0,"3708 Las Vegas Boulevard South, Las Vegas 89109",Las Vegas,282,216,36.1083030000,The Strip,"The Strip, Las Vegas",-115.1733020000,89109,,OTHER,Estiatorio Milos,[],0,4,0,3.8,,,9ACD32,Good,,90
0,70,"Steak, Seafood",$,[],0,0,16984053,True,0,0,0,0,"2535 South. Las Vegas Boulevard., SLS Las Vegas 89109",Las Vegas,282,216,36.1422300000,The Strip,"The Strip, Las Vegas",-115.1564900000,89109,,OTHER,Bazaar Meat by José Andrés,[],0,4,0,3.9,,,9ACD32,Good,,37
0,40,"Italian, Seafood",$,[],0,0,16978607,True,0,0,0,0,129 East Fremont Street 89101,Las Vegas,282,216,36.1703149000,Downtown,"Downtown, Las Vegas",-115.1448997000,89101,,OTHER,Grotto Ristorante,[],0,3,0,3.9,,,9ACD32,Good,,68
0,0,"Seafood, Sushi",$,[],0,0,18521215,True,0,0,0,0,"7060 S Durango Drive, Las Vegas",Las Vegas,282,216,36.0608850000,Downtown,"Downtown, Las Vegas",-115.2773410000,,,OTHER,Pier 215,[],0,1,0,0,,,CBCBC8,Not rated,,1
0,70,"Seafood, Steak",$,[],0,0,16979656,True,0,0,0,0,"3500 Las Vegas Boulevard South, Suite A7 89109",Las Vegas,282,216,36.1190500000,The Strip,"The Strip, Las Vegas",-115.1762300000,89109,,OTHER,The Palm Las Vegas,[],0,4,0,4.2,,,5BA829,Very Good,,123
0,40,Seafood,$,[],0,0,17776552,True,0,0,0,0,"2000 E Charleston Blvd, Las Vegas 89104",Las Vegas,282,216,36.1585441000,Downtown,"Downtown, Las Vegas",-115.1210420000,89104,,OTHER,7 Mares Mexican Restaurant,[],0,3,0,0,,,CBCBC8,Not rated,,2
0,10,"Chinese, Seafood",$,[],0,0,16984501,True,0,0,0,0,"5115 Spring Mountain Rd, Las Vegas 89146",Las Vegas,282,216,36.1255374000,West Side,"West Side, Las Vegas",-115.2112409000,89146,,OTHER,Yunnan Tasty Garden,[],0,1,0,0,,,CBCBC8,Not rated,,2
0,45,Seafood,$,[],0,0,18298087,True,0,0,0,0,"300 W Sahara Ave, Las Vegas 89102",Las Vegas,282,216,36.1442850000,The Strip,"The Strip, Las Vegas",-115.1601550000,89102,,OTHER,Pearl Ocean,[],0,3,0,0,,,CBCBC8,Not rated,,1
