,average_cost_for_two,cuisines,currency,establishment_types,has_online_delivery,has_table_booking,id,include_bogo_offers,is_book_form_web_view,is_delivering_now,is_table_reservation_supported,is_zomato_book_res,location.address,location.city,location.city_id,location.country_id,location.latitude,location.locality,location.locality_verbose,location.longitude,location.zipcode,medio_provider,mezzo_provider,name,offers,opentable_support,price_range,switch_to_order_menu,user_rating.aggregate_rating,user_rating.custom_rating_text,user_rating.custom_rating_text_background,user_rating.rating_color,user_rating.rating_text,user_rating.rating_tool_tip,user_rating.votes
0,25,"Breakfast, Desserts",$,[],0,0,16983095,True,0,0,0,0,"Sky Point & Cimarron Road, Las Vegas 89131",Las Vegas,282,216,36.2837285000,Northwest Las Vegas,"Northwest Las Vegas, Las Vegas",-115.2697665000,89131,,OTHER,Lulu's Bread & Breakfast,[],0,2,0,3.8,,,9ACD32,Good,,26
0,0,Desserts,$,[],0,0,17854203,True,0,0,0,0,"3667 South Las Vegas Boulevard, #720, Las Vegas 89109",Las Vegas,282,216,36.1092396000,The Strip,"The Strip, Las Vegas",-115.1717815000,89109,,OTHER,Sugar Factory,[],0,1,0,3.2,,,CDD614,Average,,8
0,10,"Breakfast, Desserts, Beverages",$,[],0,0,16981701,True,0,0,0,0,"6446 N. Durango Suite 150, Las Vegas 89149",Las Vegas,282,216,36.2777780000,Northwest Las Vegas,"Northwest Las Vegas, Las Vegas",-115.2877510000,89149,,OTHER,Waffles Cafe,[],0,1,0,3.9,,,9ACD32,Good,,37
0,10,Desserts,$,[],0,0,16979561,True,0,0,0,0,9711 South. Eastern Avenue #H10 89183,Las Vegas,282,216,36.0125832000,Silverado Ranch,"Silverado Ranch, Las Vegas",-115.1197722000,89183,,OTHER,Nothing Bundt Cakes,[],0,1,0,3.8,,,9ACD32,Good,,22
0,25,Desserts,$,[],0,0,16981084,True,0,0,0,0,"7175 West Lake Mead Blvd, Las Vegas 89128",Las Vegas,282,216,36.1959000000,Summerlin,"Summerlin, Las Vegas",-115.2481000000,89128,,OTHER,The Cupcakery,[],0,2,0,3.6,,,9ACD32,Good,,33
0,10,"Desserts, Ice Cream",$,[],0,0,16984124,True,0,0,0,0,"Monte Carlo Resort and Casino, 3740 Las Vegas Boulevard, The Strip, Las Vegas 89109",Las Vegas,282,216,36.1045000000,The Strip,"The Strip, Las Vegas",-115.1755560000,89109,,OTHER,Blvd Creamery - Monte Carlo Resort and Casino,[],0,1,0,3.3,,,CDD614,Average,,15
0,10,"Desserts, Ice Cream",$,[],0,0,16984465,True,0,0,0,0,"6649 S Las Vegas Blvd, Las Vegas 89119",Las Vegas,282,216,36.0695997000,Enterprise,"Enterprise, Las Vegas",-115.1722579000,89119,,OTHER,Amorino,[],0,1,0,3.3,,,CDD614,Average,,6
0,10,"Burger, Desserts, Bar Food",$,[],0,0,16978666,True,0,0,0,0,"237 N Stephanie St, Henderson 89074",Las Vegas,282,216,36.0442210000,Gibson Springs,"Gibson Springs, Las Vegas",-115.0468690000,89074,,OTHER,Henry's American Grill,[],0,1,0,3.8,,,9ACD32,Good,,32
0,25,"Desserts, Sandwich",$,[],0,0,16982638,True,0,0,0,0,3655 South Las Vegas Boulevard 89115,Las Vegas,282,216,36.1123678000,The Strip,"The Strip, Las Vegas",-115.1706731000,89115,,OTHER,Cafe Belle Madeleine,[],0,2,0,3.2,,,CDD614,Average,,17
0,40,"Desserts, Italian",$,[],0,0,16980677,True,0,0,0,0,"3355 Las Vegas Boulevard S, Las Vegas 89109",Las Vegas,282,216,36.1210000000,The Strip,"The Strip, Las Vegas",-115.1702000000,89109,,OTHER,Tintoretto Bakery,[],0,3,0,3.5,,,9ACD32,Good,,27
0,40,"Coffee and Tea, Desserts, Sandwich",$,[],0,0,16982719,True,0,0,0,0,"3708 Las Vegas Boulevard South, Las Vegas 89109",Las Vegas,282,216,36.1083030000,The Strip,"The Strip, Las Vegas",-115.1733020000,89109,,OTHER,Va Bene Caffé,[],0,3,0,3.4,,,CDD614,Average,,16
0,25,"Bagels, Sandwich",$,[],0,0,16978646,True,0,0,0,0,"855 East Twain Avenue, Las Vegas 89169",Las Vegas,282,216,36.1219010000,Paradise,"Paradise, Las Vegas",-115.1449360000,89169,,OTHER,Bagelmania,[],0,2,0,3.9,,,9ACD32,Good,,22
0,10,Desserts,$,[],0,0,16981960,True,0,0,0,0,"1500 W Horizon Ridge, Henderson 89012",Las Vegas,282,216,36.0193900000,Henderson,"Henderson, Las Vegas",-115.0525700000,89012,,OTHER,Purple Penguin Snowcone Shack,[],0,1,0,4.4,,,5BA829,Very Good,,24
0,25,Desserts,$,[],0,0,16981496,True,0,0,0,0,"4195 S. Grand Canyon Pkwy Ste. 105, Las Vegas 89147",Las Vegas,282,216,36.1131800000,Summerlin South,"Summerlin South, Las Vegas",-115.3067020000,89147,,OTHER,Mad Hatter Cupcakes,[],0,2,0,3.7,,,9ACD32,Good,,27
0,10,"Desserts, Sandwich",$,[],0,0,16983173,True,0,0,0,0,"7521 West Lake Mead Boulevard, Las Vegas 89128",Las Vegas,282,216,36.1958582000,Summerlin,"Summerlin, Las Vegas",-115.2579595000,89128,,OTHER,Cafe Zupas,[],0,1,0,3.6,,,9ACD32,Good,,20
0,25,"Desserts, Italian",$,[],0,0,16982838,True,0,0,0,0,"3663 S Las Vegas Blvd, Las Vegas 89109",Las Vegas,282,216,36.1107749000,The Strip,"The Strip, Las Vegas",-115.1721858000,89109,,OTHER,Meatball Spot,[],0,2,0,3.4,,,CDD614,Average,,28
0,10,"Breakfast, Coffee and Tea, Desserts",$,[],0,0,16982270,True,0,0,0,0,"10345 S Eastern Ave Ste 100, Henderson 89052",Las Vegas,282,216,36.0019590000,MacDonald Ranch,"MacDonald Ranch, Las Vegas",-115.1085310000,89052,,OTHER,Crepe Shack & Waffles,[],0,1,0,3.9,,,9ACD32,Good,,24
0,10,"Desserts, Frozen Yogurt",$,[],0,0,16981473,True,0,0,0,0,"6587 South Las Vegas Boulevard, Las Vegas 89119",Las Vegas,282,216,36.0681044000,Enterprise,"Enterprise, Las Vegas",-115.1785524000,89119,,OTHER,Yogurtland,[],0,1,0,3.8,,,9ACD32,Good,,30
0,25,Desserts,$,[],0,0,16981495,True,0,0,0,0,"3500 Las Vegas Blvd S, Las Vegas 89109",Las Vegas,282,216,36.1161110000,The Strip,"The Strip, Las Vegas",-115.1744000000,89109,,OTHER,Vosges Haut-Chocolat,[],0,2,0,3.7,,,9ACD32,Good,,21
0,10,Desserts,$,[],0,0,16982930,True,0,0,0,0,"Miracle Mile Shops, Suite 50, 3663 Las Vegas Blvd. South, Las Vegas 89109",Las Vegas,282,216,36.1094088000,The Strip,"The Strip, Las Vegas",-115.1727107000,89109,,OTHER,Garrett Popcorn Shops,[],0,1,0,3.5,,,9ACD32,Good,,10
0,25,"Desserts, Sandwich",$,[],0,0,16982937,True,0,0,0,0,"3500 Las Vegas Blvd S, Las Vegas 89109",Las Vegas,282,216,36.1161110000,The Strip,"The Strip, Las Vegas",-115.1744000000,89109,,OTHER,Ciao Ciao Cafe,[],0,2,0,3.2,,,CDD614,Average,,7
0,10,"American, Desserts, Sandwich",$,[],0,0,16977599,True,0,0,0,0,"1280 S Decatur Blvd, Las Vegas 89102",Las Vegas,282,216,36.1562310000,West Side,"West Side, Las Vegas",-115.2076850000,89102,,OTHER,Blueberry Hill Family,[],0,1,0,3.4,,,CDD614,Average,,28
0,10,"Desserts, Frozen Yogurt",$,[],0,0,16981057,True,0,0,0,0,"10251 S Eastern Ave #120, Henderson 89052",Las Vegas,282,216,36.0033970000,MacDonald Ranch,"MacDonald Ranch, Las Vegas",-115.1102320000,89052,,OTHER,Golden Spoon Frozen Yogurt,[],0,1,0,3.9,,,9ACD32,Good,,27
0,10,"Desserts, Ice Cream",$,[],0,0,16982765,True,0,0,0,0,"5165 S Fort Apache Rd, Ste 160, Las Vegas 89148",Las Vegas,282,216,36.0944116000,Rhodes Ranch,"Rhodes Ranch, Las Vegas",-115.2973533000,89148,,OTHER,Sweet Addiction Cookies & Ice Cream,[],0,1,0,3.7,,,9ACD32,Good,,20
0,10,"Desserts, Frozen Yogurt",$,[],0,0,16981566,True,0,0,0,0,"9516 W Flamingo Road, Suite 105, Las Vegas 89147",Las Vegas,282,216,36.1152230000,Summerlin South,"Summerlin South, Las Vegas",-115.2995310000,89147,,OTHER,Yogurtland,[],0,1,0,3.8,,,9ACD32,Good,,25
0,10,Desserts,$,[],0,0,16977400,True,0,0,0,0,"4110 S Maryland Pkwy, Las Vegas 89119",Las Vegas,282,216,36.1141880000,Paradise,"Paradise, Las Vegas",-115.1376290000,89119,,OTHER,Anna's Italian Flavors,[],0,1,0,3.1,,,CDD614,Average,,2
0,10,Desserts,$,[],0,0,16983335,True,0,0,0,0,"5020 Spring Mountain Rd Ste 3, Las Vegas 89146",Las Vegas,282,216,36.1263992000,West Side,"West Side, Las Vegas",-115.2093936000,89146,,OTHER,SnowFlake Shavery,[],0,1,0,3.4,,,CDD614,Average,,9
0,10,"Desserts, Ice Cream",$,[],0,0,16984351,True,0,0,0,0,"2291 N Green Valley Pkwy, Henderson 89074",Las Vegas,282,216,36.0487066000,Green Valley North,"Green Valley North, Las Vegas",-115.0825044000,89074,,OTHER,Sweet Addiction - Cookies & Ice Cream,[],0,1,0,3.2,,,CDD614,Average,,5
0,40,"Breakfast, Desserts",$,[],0,0,16982176,True,0,0,0,0,"145 E Harmon Ave, Las Vegas 89109",Las Vegas,282,216,36.1079450000,The Strip,"The Strip, Las Vegas",-115.1661050000,89109,,OTHER,Delights,[],0,3,0,3.3,,,CDD614,Average,,13
0,10,"Desserts, Ice Cream",$,[],0,0,16982043,True,0,0,0,0,"1000 S Rampart Blvd Ste 15, Las Vegas 89145",Las Vegas,282,216,36.1612140000,Summerlin,"Summerlin, Las Vegas",-115.2912010000,89145,,OTHER,Vivido Gelato,[],0,1,0,3.8,,,9ACD32,Good,,15
0,10,Desserts,$,[],0,0,16982663,True,0,0,0,0,"3555 S Durango Dr, Las Vegas 89147",Las Vegas,282,216,36.1248977000,Spring Valley,"Spring Valley, Las Vegas",-115.2791715000,89147,,OTHER,CJ's Italian Ice & Custard,[],0,1,0,3.4,,,CDD614,Average,,14
0,10,Desserts,$,[],0,0,16984145,True,0,0,0,0,"9711 S Eastern Ave, Las Vegas 89183",Las Vegas,282,216,36.0131849000,Silverado Ranch,"Silverado Ranch, Las Vegas",-115.1192992000,89183,,OTHER,Eis Cream Cafe,[],0,1,0,3.3,,,CDD614,Average,,6
0,25,Desserts,$,[],0,0,16977847,True,0,0,0,0,"3752 S Las Vegas Blvd, Las Vegas 89109",Las Vegas,282,216,36.1062236000,The Strip,"The Strip, Las Vegas",-115.1745805000,89109,,OTHER,Pinkberry,[],0,2,0,3.5,,,9ACD32,Good,,13
0,10,Desserts,$,[],0,0,16981477,True,0,0,0,0,"305 N. Nellis Ave, Las Vegas 89110",Las Vegas,282,216,36.1669420000,Sunrise Manor,"Sunrise Manor, Las Vegas",-115.0623390000,89110,,OTHER,U-Swirl Frozen Yogurt,[],0,1,0,3.7,,,9ACD32,Good,,17
0,25,"Asian, Desserts, Bubble Tea",$,[],0,0,16980594,True,0,0,0,0,"4355 Spring Mountain Rd, Las Vegas 89102",Las Vegas,282,216,36.1259080000,West Side,"West Side, Las Vegas",-115.1979040000,89102,,OTHER,Tea Station,[],0,2,0,3.6,,,9ACD32,Good,,23
0,10,Desserts,$,[],0,0,16977542,True,0,0,0,0,3663 Las Vegas Boulevard South Suite #520 89109,Las Vegas,282,216,36.1087395000,The Strip,"The Strip, Las Vegas",-115.1698147000,89109,,OTHER,Ben & Jerry’s,[],0,1,0,3.6,,,9ACD32,Good,,12
0,10,"Desserts, Beverages",$,[],0,0,16981475,True,0,0,0,0,"7175 W Lake Mead Blvd, Ste 140, Las Vegas 89128",Las Vegas,282,216,36.1958030000,Summerlin,"Summerlin, Las Vegas",-115.2481410000,89128,,OTHER,Berry Blendz,[],0,1,0,3.6,,,9ACD32,Good,,13
0,10,Desserts,$,[],0,0,16982069,True,0,0,0,0,"5651 Grand Canyon Dr, Suite 140, Las Vegas 89148",Las Vegas,282,216,36.0841030000,Rhodes Ranch,"Rhodes Ranch, Las Vegas",-115.3068250000,89148,,OTHER,Menchies Frozen Yogurt,[],0,1,0,3.6,,,9ACD32,Good,,14
0,25,"Desserts, Pizza, Sandwich",$,[],0,0,16983383,True,0,0,0,0,"2000 Las Vegas Boulevard S, Las Vegas 89104",Las Vegas,282,216,36.1484010000,The Strip,"The Strip, Las Vegas",-115.1543580000,89104,,OTHER,Tower Pizzeria,[],0,2,0,0,,,CBCBC8,Not rated,,2
0,40,"American, Coffee and Tea, Desserts",$,[],0,0,16978233,True,0,0,0,0,"3131 South Las Vegas Boulevard, The Strip, Las Vegas 89109",Las Vegas,282,216,36.1294440000,The Strip,"The Strip, Las Vegas",-115.1661110000,89109,,OTHER,Drugstore Cafe,[],0,3,0,3.5,,,9ACD32,Good,,21
0,25,Desserts,$,[],0,0,16982487,True,0,0,0,0,"3950 S. Las Vegas Blvd., Las Vegas 89119",Las Vegas,282,216,36.0920890000,The Strip,"The Strip, Las Vegas",-115.1729920000,89119,,OTHER,Yogurt In & Crepes,[],0,2,0,3.4,,,CDD614,Average,,11
0,0,Desserts,$,[],0,0,16984332,True,0,0,0,0,"707 Fremont Street, Las Vegas 89101",Las Vegas,282,216,36.1679027000,Downtown,"Downtown, Las Vegas",-115.1380764000,89101,,OTHER,Jinju Chocolates,[],0,1,0,3.1,,,CDD614,Average,,5
0,10,Desserts,$,[],0,0,16982392,True,0,0,0,0,"9480 S. Eastern Ave. Suite 110, Las Vegas 89123",Las Vegas,282,216,36.0171310000,Silverado Ranch,"Silverado Ranch, Las Vegas",-115.1184780000,89123,,OTHER,Popped,[],0,1,0,3.5,,,9ACD32,Good,,12
0,10,"Desserts, Filipino",$,[],0,0,16978549,True,0,0,0,0,"2797 S Maryland Pkwy, Las Vegas 89109",Las Vegas,282,216,36.1388920000,Winchester,"Winchester, Las Vegas",-115.1370690000,89109,,OTHER,Goldilock's Bake Shop & Restaurant,[],0,1,0,3.5,,,9ACD32,Good,,22
0,10,Desserts,$,[],0,0,16981702,True,0,0,0,0,"8550 W. Charleston Blvd. Ste. 109, Las Vegas 89117",Las Vegas,282,216,36.1592370000,Summerlin,"Summerlin, Las Vegas",-115.2789990000,89117,,OTHER,Popcorn Girl,[],0,1,0,4.0,,,5BA829,Very Good,,15
0,10,"Coffee and Tea, Desserts",$,[],0,0,16978088,True,0,0,0,0,"4355 Spring Mountain Rd, Las Vegas 89102",Las Vegas,282,216,36.1262010000,West Side,"West Side, Las Vegas",-115.1984030000,89102,,OTHER,Crown Bakery,[],0,1,0,3.5,,,9ACD32,Good,,11
0,10,"Desserts, Beverages",$,[],0,0,16982958,True,0,0,0,0,"2200 W Horizon Ridge Parkway, Henderson 89052",Las Vegas,282,216,36.0063440000,Green Valley Ranch,"Green Valley Ranch, Las Vegas",-115.0839020000,89052,,OTHER,Frost Bite Shaved Ice,[],0,1,0,3.3,,,CDD614,Average,,8
0,10,"Desserts, Japanese",$,[],0,0,16982956,True,0,0,0,0,"7225 South Durango Dr, Las Vegas 89113",Las Vegas,282,216,36.0569246000,Rhodes Ranch,"Rhodes Ranch, Las Vegas",-115.2795291000,89113,,OTHER,Suzuya Pastries and Crepes,[],0,1,0,3.3,,,CDD614,Average,,6
0,70,"Desserts, International, Tea",$,[],0,0,16981716,True,0,0,0,0,"3752 South Las Vegas Boulevard, Las Vegas 89109",Las Vegas,282,216,36.1062236000,The Strip,"The Strip, Las Vegas",-115.1745805000,89109,,OTHER,Tea Lounge,[],0,4,0,3.6,,,9ACD32,Good,,14
0,25,"American, Desserts",$,[],0,0,16982749,True,0,0,0,0,"9809 S Eastern Ave, Las Vegas 89183",Las Vegas,282,216,36.0110580000,Silverado Ranch,"Silverado Ranch, Las Vegas",-115.1192770000,89183,,OTHER,Freddy’s Frozen Custard & Steakburgers,[],0,2,0,3.6,,,9ACD32,Good,,17
0,10,"Desserts, Ice Cream",$,[],0,0,16978013,True,0,0,0,0,"3377 S Las Vegas Blvd, Las Vegas 89109",Las Vegas,282,216,36.1210000000,The Strip,"The Strip, Las Vegas",-115.1702000000,89109,,OTHER,Cocolini II,[],0,1,0,2.9,,,FFBA00,Average,,12
0,25,Desserts,$,[],0,0,16982290,True,0,0,0,0,"9770 S Maryland Pkwy, Las Vegas 89183",Las Vegas,282,216,36.0120183000,Silverado Ranch,"Silverado Ranch, Las Vegas",-115.1364780000,89183,,OTHER,Caked Las Vegas,[],0,2,0,3.3,,,CDD614,Average,,8
0,25,Desserts,$,[],0,0,16983338,True,0,0,0,0,"3799 Las Vegas Boulevard S, Las Vegas 89109",Las Vegas,282,216,36.1022200000,The Strip,"The Strip, Las Vegas",-115.1695160000,89109,,OTHER,Corner Cakes Pastry Shop,[],0,2,0,2.8,,,FFBA00,Average,,4
0,10,"Coffee and Tea, Desserts",$,[],0,0,16978433,True,0,0,0,0,"3000 Paradise Road, Las Vegas 89109",Las Vegas,282,216,36.1358700000,Westgate Las Vegas Resort & Casino,"Westgate Las Vegas Resort & Casino, Las Vegas",-115.1546970000,89109,,OTHER,Fortuna,[],0,1,0,3.2,,,CDD614,Average,,8
0,10,Desserts,$,[],0,0,16982542,True,0,0,0,0,"#7 Water Street, Henderson 89015",Las Vegas,282,216,36.0359369000,Henderson,"Henderson, Las Vegas",-114.9858870000,89015,,OTHER,Chef Flemming's Bake Shop,[],0,1,0,3.5,,,9ACD32,Good,,6
0,10,"Desserts, Frozen Yogurt",$,[],0,0,16981959,True,0,0,0,0,"9055 South Eastern Avenue, Las Vegas 89123",Las Vegas,282,216,36.0256020000,South Las Vegas,"South Las Vegas, Las Vegas",-115.1187790000,89123,,OTHER,Yogurtland,[],0,1,0,3.5,,,9ACD32,Good,,10
0,10,Desserts,$,[],0,0,16982164,True,0,0,0,0,"11700 W Charleston Blvd, Las Vegas 89135",Las Vegas,282,216,36.1591840000,Summerlin South,"Summerlin South, Las Vegas",-115.3508260000,89135,,OTHER,I Love Yogurt,[],0,1,0,3.4,,,CDD614,Average,,8
0,25,Desserts,$,[],0,0,16981667,True,0,0,0,0,"3300 S Las Vegas Blvd, Las Vegas 89109",Las Vegas,282,216,36.1245000000,The Strip,"The Strip, Las Vegas",-115.1710000000,89109,,OTHER,Ben & Jerry's,[],0,2,0,3.3,,,CDD614,Average,,11
0,10,"Desserts, Beverages, Ice Cream",$,[],0,0,16984308,True,0,0,0,0,"3200 S Las Vegas Blvd, Las Vegas 89109",Las Vegas,282,216,36.1272240000,The Strip,"The Strip, Las Vegas",-115.1715512000,89109,,OTHER,Sticks and Shakes,[],0,1,0,3.3,,,CDD614,Average,,5
0,10,Desserts,$,[],0,0,16977543,True,0,0,0,0,"2240 Village Walk Dr, Henderson 89052",Las Vegas,282,216,36.0217130000,Green Valley Ranch,"Green Valley Ranch, Las Vegas",-115.0861910000,89052,,OTHER,Ben & Jerry's,[],0,1,0,3.5,,,9ACD32,Good,,9
0,25,"American, Bakery, Coffee and Tea",$,[],0,0,18491926,True,0,0,0,0,500 East Windmill Lane #175 89123,Las Vegas,282,216,36.0428810000,Downtown,"Downtown, Las Vegas",-115.1521300000,89123,,OTHER,Joe Maxx Coffee Co.,[],0,2,0,0,,,CBCBC8,Not rated,,3
0,25,"American, Desserts",$,[],0,0,16982065,True,0,0,0,0,9460 West Flamingo Road 89147,Las Vegas,282,216,36.1151300000,Summerlin South,"Summerlin South, Las Vegas",-115.3013900000,89147,,OTHER,Sweet Tomatoes,[],0,2,0,3.5,,,9ACD32,Good,,15
0,25,Desserts,$,[],0,0,16982169,True,0,0,0,0,"9345 S. Cimmaron, Las Vegas 89178",Las Vegas,282,216,36.0185590000,Enterprise,"Enterprise, Las Vegas",-115.2704930000,89178,,OTHER,Poppies Frozen Yogurt,[],0,2,0,3.5,,,9ACD32,Good,,8
0,0,"American, Taco",$,[],0,0,17864661,True,0,0,0,0,"9205 W Russell Road, Suite 190, Las Vegas 89138",Las Vegas,282,216,36.0845850000,Summerlin South,"Summerlin South, Las Vegas",-115.2936420000,89138,,OTHER,Pinches Tacos,[],0,1,0,0,,,CBCBC8,Not rated,,3
0,27,"Mexican, Taco",$,[],0,0,18416391,True,0,0,0,0,"4811 S Rainbow Boulevard, NV 89103",Las Vegas,282,216,36.1010330000,Enterprise,"Enterprise, Las Vegas",-115.2434800000,89103,,OTHER,Frijoles & Frescas Grilled Tacos,[],0,2,0,0,,,CBCBC8,Not rated,,1
0,35,"Mexican, Taco, Desserts",$,[],0,0,18298073,True,0,0,0,0,"2235 Village Walk Drive, Suite 153, Henderson 89052",Las Vegas,282,216,36.0211740000,Henderson,"Henderson, Las Vegas",-115.0860690000,89052,,OTHER,Me Gusta Tacos,[],0,3,0,0,,,CBCBC8,Not rated,,0
0,45,"Bar Food, American, Taco",$,[],0,0,18442907,True,0,0,0,0,"3990 W Russell Rd,Suite 1, Las Vegas 89118",Las Vegas,282,216,36.0865770000,West Side,"West Side, Las Vegas",-115.1932400000,89118,,OTHER,Owl,[],0,3,0,0,,,CBCBC8,Not rated,,0
0,15,Taco,$,[],0,0,18742076,True,0,0,0,0,4371 North Rancho Drive,Las Vegas,282,216,36.2383600000,North Las Vegas,"North Las Vegas, Las Vegas",-115.2319800000,,,OTHER,Trillo's Street Tacos,[],0,1,0,0,,,CBCBC8,Not rated,,0
0,15,"Mexican, Taco",$,[],0,0,18741862,True,0,0,0,0,1524 South Main Street,Las Vegas,282,216,36.1523720000,North Las Vegas,"North Las Vegas, Las Vegas",-115.1544930000,,,OTHER,Taco Rico Los 3 Gallos,[],0,1,0,0,,,CBCBC8,Not rated,,0
0,40,"Seafood, Cajun",$,[],0,0,17028356,True,0,0,0,0,11051 North. Black Canyon Hwy 85029,Phoenix,301,216,33.5876700000,Sunnyslope/North Mountain,"Sunnyslope/North Mountain, Phoenix",-112.1156800000,85029,,OTHER,Pappadeaux Seafood Kitchen,[],0,3,0,4.5,,,3F7E00,Excellent,,257
0,25,"Caribbean, Seafood",$,[],0,0,17030173,True,0,0,0,0,"108 East Pierce Street, Downtown, Phoenix 85004",Phoenix,301,216,33.4556710000,Downtown,"Downtown, Phoenix",-112.0723160000,85004,,OTHER,The Breadfruit,[],0,2,0,4.1,,,5BA829,Very Good,,150
0,25,"Japanese, Seafood, Sushi",$,[],0,0,17029025,True,0,0,0,0,"5061 East Elliot Road, Ahwatukee, Phoenix 85044",Phoenix,301,216,33.3487630000,Ahwatukee,"Ahwatukee, Phoenix",-111.9766800000,85044,,OTHER,Sakana Sushi & Grill,[],0,2,0,4.3,,,5BA829,Very Good,,109
0,70,"Asian, Hawaiian, Seafood",$,[],0,0,17030825,True,0,0,0,0,"5330 East Marriott Drive, Northeast Phoenix, Phoenix 85054",Phoenix,301,216,33.6819180000,Northeast Phoenix,"Northeast Phoenix, Phoenix",-111.9691780000,85054,,OTHER,Roy's,[],0,4,0,3.9,,,9ACD32,Good,,59
0,25,"Asian, Seafood, Thai",$,[],0,0,17031348,True,0,0,0,0,"616 West Indian School Road, Midtown, Phoenix 85013",Phoenix,301,216,33.4949980000,Midtown,"Midtown, Phoenix",-112.0819270000,85013,,OTHER,Thai E-San,[],0,2,0,4.0,,,5BA829,Very Good,,41
0,25,"Asian, Seafood",$,[],0,0,17032242,True,0,0,0,0,"4121 East Thomas Road, East Phoenix, Phoenix 85018",Phoenix,301,216,33.4802920000,East Phoenix,"East Phoenix, Phoenix",-111.9930310000,85018,,OTHER,Sabai Modern Thai,[],0,2,0,3.8,,,9ACD32,Good,,36
0,40,Seafood,$,[],0,0,17033783,True,0,0,0,0,"5632 North 7th Street, Midtown, Phoenix 85014",Phoenix,301,216,33.5195770000,Midtown,"Midtown, Phoenix",-112.0653510000,85014,,OTHER,Little Cleo's Seafood Legend,[],0,3,0,3.6,,,9ACD32,Good,,23
0,10,"Burger, Seafood, Fish and Chips",$,[],0,0,17028468,True,0,0,0,0,"4121 N 44th St, Phoenix 85018",Phoenix,301,216,33.4952550000,Biltmore/Arcadia,"Biltmore/Arcadia, Phoenix",-111.9867340000,85018,,OTHER,Pete's Fish & Chips,[],0,1,0,3.3,,,CDD614,Average,,23
0,10,"Seafood, Fish and Chips",$,[],0,0,17027754,True,0,0,0,0,"2426 E Jefferson St, Phoenix 85034",Phoenix,301,216,33.4473650000,Downtown,"Downtown, Phoenix",-112.0294020000,85034,,OTHER,Mandy's Fish & Chips,[],0,1,0,3.6,,,9ACD32,Good,,13
0,10,"Burger, Seafood, Fish and Chips",$,[],0,0,17028465,True,0,0,0,0,"2628 W Van Buren St, Phoenix 85009",Phoenix,301,216,33.4512370000,West Phoenix,"West Phoenix, Phoenix",-112.1159920000,85009,,OTHER,Pete's Fish & Chips,[],0,1,0,3.6,,,9ACD32,Good,,12
0,25,Seafood,$,[],0,0,17028790,True,0,0,0,0,2810 North 75th Avenue. 85035,Phoenix,301,216,33.4793200000,Maryvale,"Maryvale, Phoenix",-112.2213400000,85035,,OTHER,Red Lobster,[],0,2,0,3.1,,,CDD614,Average,,9
0,25,Seafood,$,[],0,0,17031672,True,0,0,0,0,"10212 N 28th Dr, Phoenix 85051",Phoenix,301,216,33.5804180000,Sunnyslope/North Mountain,"Sunnyslope/North Mountain, Phoenix",-112.1220540000,85051,,OTHER,Red Lobster,[],0,2,0,3.1,,,CDD614,Average,,10
0,10,Seafood,$,[],0,0,17034137,True,0,0,0,0,"Location Varies, Phoenix",Phoenix,301,216,33.4483771000,Downtown,"Downtown, Phoenix",-112.0740373000,,,OTHER,The Maine Lobster Lady,[],0,1,0,3.3,,,CDD614,Average,,6
0,10,"Burger, Seafood, Fish and Chips",$,[],0,0,17028467,True,0,0,0,0,"3920 S Central Ave, Phoenix 85040",Phoenix,301,216,33.4113360000,South Mountain,"South Mountain, Phoenix",-112.0736630000,85040,,OTHER,Pete's Fish & Chips,[],0,1,0,3.3,,,CDD614,Average,,7
0,25,Seafood,$,[],0,0,17033467,True,0,0,0,0,4802 East Cactus Road 85254,Phoenix,301,216,33.5975500000,Northeast Phoenix,"Northeast Phoenix, Phoenix",-111.9765200000,85254,,OTHER,Red Lobster,[],0,2,0,3.2,,,CDD614,Average,,8
0,10,"Seafood, Fish and Chips",$,[],0,0,17026324,True,0,0,0,0,"5142 W McDowell Rd, Phoenix 85035",Phoenix,301,216,33.4661370000,Maryvale,"Maryvale, Phoenix",-112.1699350000,85035,,OTHER,Q's Fish & Chips,[],0,1,0,3.2,,,CDD614,Average,,1
0,0,Seafood,$,[],0,0,17027135,True,0,0,0,0,"4347 W Indian School Rd, Phoenix 85031",Phoenix,301,216,33.4947630000,Maryvale,"Maryvale, Phoenix",-112.1529900000,85031,,OTHER,J J 'S Sea Food,[],0,1,0,3.1,,,CDD614,Average,,0
0,0,Seafood,$,[],0,0,17025714,True,0,0,0,0,"2401 N 32nd St, Phoenix 85008",Phoenix,301,216,33.4745030000,East Phoenix,"East Phoenix, Phoenix",-112.0127340000,85008,,OTHER,Casita Del Mar,[],0,1,0,2.9,,,FFBA00,Average,,1
0,70,Seafood,$,[],0,0,17027793,True,0,0,0,0,"2919 N 59th Ave, Phoenix 85033",Phoenix,301,216,33.4817430000,Maryvale,"Maryvale, Phoenix",-112.1862340000,85033,,OTHER,Marisco's Ensenada,[],0,4,0,2.5,,,FFBA00,Average,,1
0,0,Seafood,$,[],0,0,17029281,True,0,0,0,0,"3744 W Roanoke Ave, Phoenix 85009",Phoenix,301,216,33.4790410000,Maryvale,"Maryvale, Phoenix",-112.1401940000,85009,,OTHER,Southwest Steak & Seafood,[],0,1,0,2.4,,,FF7800,Poor,,1
